Timestamp,[.] Pregistration Choice 1,[.] Pregistration Choice 2,[.] Pregistration Choice 3,[.] Pregistration Choice 4,[*] Pregistration All Choice,[.] Choice 1 Attendance,[.] Choice 2 Attendance,[.] Choice 3 Attendance,[.] Choice 4 Attendance,[*] Attendance All Choices,[.] Participant Role,[.] Belonging Planning Unit,[.] Belonging Department,[.] Belonging Division,[.] Just to see the column alone
,,,,,New Payment Platform -- Kumar Venkataramiah,,,,,,Staff,DA & FIN Delivery,SP - BS,IT,TechDay
,,,,,Monolithic Architecture to MicroServices -- Hadrian Zbarcea,,,,,,Manager,Messaging Solutions,PKI Infrastructure,IT,TechDay
,,,,,Business Intelligence -- Pieter Camps,,,,,,Staff,Strategic Architecture,Requirements & Methodology Engineering,IT,TechDay
,,,,,More than Testing.. w/ Docker -- Otmane Benali & Alex Zbarcea,,,,,New Payment Platform -- Kumar Venkataramiah,Staff,DA & FIN Delivery,RP - FIN Bridge,IT,TechDay
,,,,,Innovation on Data Centers -- David Nalley (External),,,,,External Threat Intelligence --Byron Thatcher,Staff,Product Assurance & Certification,SWIFTNet & SNL Testing,IT,TechDay
,,,,,More than Testing.. w/ Docker -- Otmane Benali & Alex Zbarcea,,,,,Distributed Ledgers -- Jerry Kickenson,L1 Manager,Messaging Solutions,Messaging Solutions,IT,TechDay
,,,,,Open Stack -- Michael Solberg (Red Hat),,,,,External Threat Intelligence --Byron Thatcher,Staff,DA & FIN Delivery,SCP - UNN,IT,TechDay
,,,,,Containers -- Red Hat (External),,,,,,Staff,Messaging Solutions,SWIFTNet Link,IT,TechDay
,,,,,Containers -- Red Hat (External),,,,,Distributed Ledgers -- Jerry Kickenson,Staff,Messaging Solutions,SWIFTNet Link,IT,TechDay
,,,,,Containers -- Red Hat (External),,,,,,Staff,Technology Management,COTS Baselines,IT,TechDay
,,,,,Open Stack -- Michael Solberg (Red Hat),,,,,Block Chain -- Deepak Janardhanan,Staff,Strategic Architecture,Architecture Definition,IT,TechDay
,,,,,Distributed Ledgers -- Jerry Kickenson,,,,,,Manager,Messaging Solutions,Messaging Integration,IT,TechDay
,,,,,Combinatorial Testing -- Jerry Kickenson,,,,,Distributed Ledgers -- Jerry Kickenson,Manager,Messaging Solutions,Messaging Core,IT,TechDay
,,,,,Containers -- Red Hat (External),,,,,Distributed Ledgers -- Jerry Kickenson,Staff,Technology Management,Operational Support Systems,IT,TechDay
,,,,,Distributed Ledgers -- Jerry Kickenson,,,,,Distributed Ledgers -- Jerry Kickenson,Staff,Messaging Solutions,Messaging Integration,IT,TechDay
,,,,,New Payment Platform -- Kumar Venkataramiah,,,,,Distributed Ledgers -- Jerry Kickenson,Staff,Technology Management,Infrastructure & Architecture,IT,TechDay
,,,,,External Threat Intelligence --Byron Thatcher,,,,,,Staff,Technology Management,OSS Network Dev/Maint,IT,TechDay
,,,,,Block Chain -- Deepak Janardhanan,,,,,,Staff,DA & FIN Delivery,SP - BS,IT,TechDay
,,,,,Open Stack -- Michael Solberg (Red Hat),,,,,,Staff,Messaging Solutions,Messaging Development,IT,TechDay
,,,,,Open Stack -- Michael Solberg (Red Hat),,,,,Distributed Ledgers -- Jerry Kickenson,Manager,Enterprise Operations,EM SA & ATM US,Operations,TechDay
,,,,,Distributed Ledgers -- Jerry Kickenson,,,,,External Threat Intelligence --Byron Thatcher,Staff,Technology Management,Operational Support Systems,IT,TechDay
,,,,,More than Testing.. w/ Docker -- Otmane Benali & Alex Zbarcea,,,,,Distributed Ledgers -- Jerry Kickenson,Staff,Messaging Solutions,Messaging Projects,IT,TechDay
,,,,,Containers -- Red Hat (External),,,,,,Manager,CISO,"Security Policies, Intelligence&Response",IT,TechDay
,,,,,Monolithic Architecture to MicroServices -- Hadrian Zbarcea,,,,,Distributed Ledgers -- Jerry Kickenson,Staff,Messaging Solutions,Messaging Security & Infrastruc.Projects,IT,TechDay
,,,,,External Threat Intelligence --Byron Thatcher,,,,,Block Chain -- Deepak Janardhanan,Staff,Messaging Solutions,Store & Forward,IT,TechDay
,,,,,Distributed Ledgers -- Jerry Kickenson,,,,,,Staff,Messaging Solutions,Messaging Development,IT,TechDay
,,,,,Self Cleaning Intrusion Tolerance -- Jerry Kickenson,,,,,,Staff,Enterprise Operations,System Design,Operations,TechDay
,,,,,Innovation on Data Centers -- David Nalley (External),,,,,,Contractor,Messaging Solutions,Messaging Integration,IT,TechDay
,,,,,Security Incident Analysis & Response -- Eric Bartel & Satya P.,,,,,Distributed Ledgers -- Jerry Kickenson,Staff,Technology Management,OSS Foundation & Security Dev/Maint,IT,TechDay
,,,,,Distributed Ledgers -- Jerry Kickenson,,,,,Distributed Ledgers -- Jerry Kickenson,Staff,DA & FIN Delivery,Centre of Expertise,IT,TechDay
,,,,,Innovation on Data Centers -- David Nalley (External),,,,,,Staff,Messaging Solutions,PKI Infrastructure,IT,TechDay
,,,,,Block Chain -- Deepak Janardhanan,,,,,,Staff,Program Management,Assurance Planning & Communications,IT,TechDay
,,,,,Innovation on Data Centers -- David Nalley (External),,,,,Distributed Ledgers -- Jerry Kickenson,Contractor,Technology Management,Operational Support Systems,IT,TechDay
,,,,,New Payment Platform -- Kumar Venkataramiah,,,,,Block Chain -- Deepak Janardhanan,L1 Manager,PMO,PMO,IT,TechDay
,,,,,Block Chain -- Deepak Janardhanan,,,,,,Staff,DA & FIN Delivery,RP - FIN Bridge,IT,TechDay
,,,,,External Threat Intelligence --Byron Thatcher,,,,,Distributed Ledgers -- Jerry Kickenson,Staff,DA & FIN Delivery,Centre of Expertise,IT,TechDay
,,,,,My Standards (Webex) -- Nicolas Ernotte,,,,,,Staff,Enterprise Application Solutions,Standards Technology ,IT,TechDay
,,,,,Combinatorial Testing -- Jerry Kickenson,,,,,New Payment Platform -- Kumar Venkataramiah,Staff,Messaging Solutions,SWIFTNet Link,IT,TechDay
,,,,,Distributed Ledgers -- Jerry Kickenson,,,,,,Staff,HR Management and CI,Talent Acquisition,Human Resources,TechDay
,,,,,Monolithic Architecture to MicroServices -- Hadrian Zbarcea,,,,,Distributed Ledgers -- Jerry Kickenson,Staff,Strategic Architecture,Architecture Definition,IT,TechDay
,,,,,Innovation on Data Centers -- David Nalley (External),,,,,External Threat Intelligence --Byron Thatcher,Staff,DA & FIN Delivery,SCP - UNN,IT,TechDay
,,,,,Open Stack -- Michael Solberg (Red Hat),,,,,,Staff,Messaging Solutions,PKI Infrastructure,IT,TechDay
,,,,,External Threat Intelligence --Byron Thatcher,,,,,External Threat Intelligence --Byron Thatcher,Staff,Technology Management,OSS Network Dev/Maint,IT,TechDay
,,,,,Distributed Ledgers -- Jerry Kickenson,,,,,Distributed Ledgers -- Jerry Kickenson,Staff,Messaging Solutions,Security Infrastructure Development,IT,TechDay
,,,,,Innovation on Data Centers -- David Nalley (External),,,,,,Staff,Technology Management,Product Assurance & Certification,IT,TechDay
,,,,,Business Intelligence -- Pieter Camps,,,,,Distributed Ledgers -- Jerry Kickenson,Staff,Messaging Solutions,Database Systems,IT,TechDay
,,,,,More than Testing.. w/ Docker -- Otmane Benali & Alex Zbarcea,,,,,Block Chain -- Deepak Janardhanan,Staff,DA & FIN Delivery,SCP - UNN,IT,TechDay
,,,,,External Threat Intelligence --Byron Thatcher,,,,,,Staff,Messaging Solutions,Messaging Integration,IT,TechDay
,,,,,More than Testing.. w/ Docker -- Otmane Benali & Alex Zbarcea,,,,,External Threat Intelligence --Byron Thatcher,Staff,Technology Management,OSS Tools Dev/Maint,IT,TechDay
,,,,,External Threat Intelligence --Byron Thatcher,,,,,,Staff,Internal Audit,Americas Audit,Internal Audit,TechDay
,,,,,Internal Audit -- Bradly Vancamp,,,,,New Payment Platform -- Kumar Venkataramiah,Staff,Technology Management,OSS Network Dev/Maint,IT,TechDay
,,,,,More than Testing.. w/ Docker -- Otmane Benali & Alex Zbarcea,,,,,,Manager,Technology Management,OSS Foundation & Security Dev/Maint,IT,TechDay
,,,,,Open Stack -- Michael Solberg (Red Hat),,,,,Distributed Ledgers -- Jerry Kickenson,Manager,Application Service Delivery,System Administration Team,Operations,TechDay
,,,,,Open Stack -- Michael Solberg (Red Hat),,,,,,Staff,Application Service Delivery,System Administration Team,Operations,TechDay
,,,,,Innovation on Data Centers -- David Nalley (External),,,,,,Staff,Messaging Solutions,Messaging Projects,IT,TechDay
,,,,,Monolithic Architecture to MicroServices -- Hadrian Zbarcea,,,,,External Threat Intelligence --Byron Thatcher,Staff,Application Service Delivery,System Administration Team,Operations,TechDay
,,,,,Block Chain -- Deepak Janardhanan,,,,,Block Chain -- Deepak Janardhanan,Staff,FIN Service Delivery,FIN Service Delivery,Operations,TechDay
,,,,,Block Chain -- Deepak Janardhanan,,,,,Block Chain -- Deepak Janardhanan,Staff,DA & FIN Delivery,DA Programme Office,IT,TechDay
,,,,,More than Testing.. w/ Docker -- Otmane Benali & Alex Zbarcea,,,,,External Threat Intelligence --Byron Thatcher,Staff,Product Assurance & Certification,SWIFTNet & SNL Testing,IT,TechDay
,,,,,Open Stack -- Michael Solberg (Red Hat),,,,,,Staff,Technology Management,Configuration Management,IT,TechDay
,,,,,Monolithic Architecture to MicroServices -- Hadrian Zbarcea,,,,,,Staff,Technology Management,OSS Systems & Apps Mgt Dev/Maint,IT,TechDay
,,,,,Security Incident Analysis & Response -- Eric Bartel & Satya P.,,,,,,Staff,DA & FIN Delivery,FIN System Testing,IT,TechDay
,,,,,Internal Audit -- Bradly Vancamp,,,,,External Threat Intelligence --Byron Thatcher,Staff,Strategic Architecture,Requirements & Methodology Engineering,IT,TechDay
,,,,,More than Testing.. w/ Docker -- Otmane Benali & Alex Zbarcea,,,,,,Staff,DA & FIN Delivery,FIN System Integration,IT,TechDay
,,,,,Business Intelligence -- Pieter Camps,,,,,,L1 Manager,Strategic Architecture,Strategic Architecture,IT,TechDay
,,,,,Security Incident Analysis & Response -- Eric Bartel & Satya P.,,,,,Distributed Ledgers -- Jerry Kickenson,Staff,Messaging Solutions,Messaging Core,IT,TechDay
,,,,,Containers -- Red Hat (External),,,,,,Staff,Enterprise Operations,EM SA & ATM US,Operations,TechDay
,,,,,Containers -- Red Hat (External),,,,,Distributed Ledgers -- Jerry Kickenson,Manager,Messaging Solutions,Messaging Development,IT,TechDay
,,,,,Self Cleaning Intrusion Tolerance -- Jerry Kickenson,,,,,,Staff,DA & FIN Delivery,SCP - UNN,IT,TechDay
,,,,,Distributed Ledgers -- Jerry Kickenson,,,,,,Staff,Messaging Solutions,SWIFTNet Link,IT,TechDay
,,,,,More than Testing.. w/ Docker -- Otmane Benali & Alex Zbarcea,,,,,Block Chain -- Deepak Janardhanan,Manager,DA & FIN Delivery,DA Programme Office,IT,TechDay
,,,,,External Threat Intelligence --Byron Thatcher,,,,,External Threat Intelligence --Byron Thatcher,Staff,Technology Management,COTS Baselines,IT,TechDay
,,,,,New Payment Platform -- Kumar Venkataramiah,,,,,Distributed Ledgers -- Jerry Kickenson,Staff,Messaging Solutions,Store & Forward,IT,TechDay
,,,,,Innovation on Data Centers -- David Nalley (External),,,,,External Threat Intelligence --Byron Thatcher,Staff,Application Service Delivery,Management Systems,Operations,TechDay
,,,,,External Threat Intelligence --Byron Thatcher,,,,,,Staff,Messaging Solutions,Identity Services & HSM,IT,TechDay
,,,,,Security Incident Analysis & Response -- Eric Bartel & Satya P.,,,,,,Staff,Application Service Delivery,Business Applications,Operations,TechDay
,,,,,New Payment Platform -- Kumar Venkataramiah,,,,,,Staff,Messaging Solutions,Database Systems,IT,TechDay
,,,,,Combinatorial Testing -- Jerry Kickenson,,,,,External Threat Intelligence --Byron Thatcher,Staff,Messaging Solutions,SWIFTNet Link,IT,TechDay
,,,,,Combinatorial Testing -- Jerry Kickenson,,,,,,Staff,DA & FIN Delivery,FIN System Integration,IT,TechDay
,,,,,Business Intelligence -- Pieter Camps,,,,,,Staff,Enterprise Operations,Daily Operations,Operations,TechDay
,,,,,Business Intelligence -- Pieter Camps,,,,,Distributed Ledgers -- Jerry Kickenson,Staff,Messaging Solutions,Messaging Projects,IT,TechDay
,,,,,Combinatorial Testing -- Jerry Kickenson,,,,,External Threat Intelligence --Byron Thatcher,Staff,Strategic Architecture,Requirements & Methodology Engineering,IT,TechDay
,,,,,External Threat Intelligence --Byron Thatcher,,,,,,Staff,Technology Management,COTS Baselines,IT,TechDay
,,,,,Innovation on Data Centers -- David Nalley (External),,,,,Distributed Ledgers -- Jerry Kickenson,Manager,Strategic Architecture,Technology Roadmap,IT,TechDay
,,,,,More than Testing.. w/ Docker -- Otmane Benali & Alex Zbarcea,,,,,External Threat Intelligence --Byron Thatcher,Staff,Product Assurance & Certification,SWIFTNet & SNL Testing,IT,TechDay
,,,,,Self Cleaning Intrusion Tolerance -- Jerry Kickenson,,,,,,Staff,Messaging Solutions,Database Systems,IT,TechDay
,,,,,Block Chain -- Deepak Janardhanan,,,,,,Staff,DA & FIN Delivery,FIN System Integration,IT,TechDay
,,,,,External Threat Intelligence --Byron Thatcher,,,,,,Staff,Technology Management,COTS Baselines,IT,TechDay
,,,,,Self Cleaning Intrusion Tolerance -- Jerry Kickenson,,,,,,Staff,Technology Management,Product Assurance & Certification,IT,TechDay
,,,,,Combinatorial Testing -- Jerry Kickenson,,,,,Distributed Ledgers -- Jerry Kickenson,Manager,Technology Management,OSS Systems & Apps Mgt Dev/Maint,IT,TechDay
,,,,,External Threat Intelligence --Byron Thatcher,,,,,,Staff,HR Management and CI,Talent Acquisition,Human Resources,TechDay
,,,,,External Threat Intelligence --Byron Thatcher,,,,,Distributed Ledgers -- Jerry Kickenson,Manager,Messaging Solutions,Messaging Projects,IT,TechDay
,,,,,Monolithic Architecture to MicroServices -- Hadrian Zbarcea,,,,,Distributed Ledgers -- Jerry Kickenson,Staff,Messaging Solutions,Messaging Projects,IT,TechDay
,,,,,My Standards (Webex) -- Nicolas Ernotte,,,,,,Manager,DA & FIN Delivery,RP - FIN Bridge,IT,TechDay
,,,,,Distributed Ledgers -- Jerry Kickenson,,,,,External Threat Intelligence --Byron Thatcher,Staff,Product Assurance & Certification,SM/OM Testing & Tools,IT,TechDay
,,,,,Self Cleaning Intrusion Tolerance -- Jerry Kickenson,,,,,External Threat Intelligence --Byron Thatcher,Staff,Product Assurance & Certification,SWIFTNet & SNL Testing,IT,TechDay
,,,,,Containers -- Red Hat (External),,,,,,Staff,Product Assurance & Certification,SM/OM Testing & Tools,IT,TechDay
,,,,,Innovation on Data Centers -- David Nalley (External),,,,,,Staff,Product Assurance & Certification,SM/OM Testing & Tools,IT,TechDay
,,,,,Self Cleaning Intrusion Tolerance -- Jerry Kickenson,,,,,,Staff,Internal Audit,Americas Audit,Internal Audit,TechDay
,,,,,Combinatorial Testing -- Jerry Kickenson,,,,,Block Chain -- Deepak Janardhanan,Manager,DA & FIN Delivery,FIN System Integration,IT,TechDay
,,,,,More than Testing.. w/ Docker -- Otmane Benali & Alex Zbarcea,,,,,,Staff,Technology Management,Operational Support Systems,IT,TechDay
,,,,,Monolithic Architecture to MicroServices -- Hadrian Zbarcea,,,,,,Contractor,Technology Management,Operational Support Systems,IT,TechDay
,,,,,Self Cleaning Intrusion Tolerance -- Jerry Kickenson,,,,,Block Chain -- Deepak Janardhanan,Staff,CISO,"Security Policies, Intelligence&Response",IT,TechDay
,,,,,,,,,,Block Chain -- Deepak Janardhanan,Staff,DA & FIN Delivery,DA Programme Office,IT,TechDay
,,,,,,,,,,,Staff,Technology Management,OSS Foundation & Security Dev/Maint,IT,TechDay
,,,,,,,,,,Distributed Ledgers -- Jerry Kickenson,Manager,DA & FIN Delivery,FIN System Development,IT,TechDay
,,,,,,,,,,,Staff,Messaging Solutions,Database Systems,IT,TechDay
,,,,,,,,,,,Staff,Technology Management,OSS Systems & Apps Mgt Dev/Maint,IT,TechDay
,,,,,,,,,,New Payment Platform -- Kumar Venkataramiah,Staff,Messaging Solutions,Database Systems,IT,TechDay
,,,,,,,,,,Block Chain -- Deepak Janardhanan,Staff,DA & FIN Delivery,SCP - UNN,IT,TechDay
,,,,,,,,,,Distributed Ledgers -- Jerry Kickenson,Manager,Product Assurance & Certification,SWIFTNet & SNL Testing,IT,TechDay
,,,,,,,,,,Block Chain -- Deepak Janardhanan,Staff,Strategic Architecture,Technology Roadmap,IT,TechDay
,,,,,,,,,,,Manager,Messaging Solutions,Store & Forward,IT,TechDay
,,,,,,,,,,Distributed Ledgers -- Jerry Kickenson,Staff,Messaging Solutions,Database Systems,IT,TechDay
,,,,,,,,,,Distributed Ledgers -- Jerry Kickenson,Staff,Technology Management,OSS Systems & Apps Mgt Dev/Maint,IT,TechDay
,,,,,,,,,,,Staff,Messaging Solutions,Messaging Core,IT,TechDay
,,,,,,,,,,External Threat Intelligence --Byron Thatcher,Staff,Technology Management,OSS Tools Dev/Maint,IT,TechDay
,,,,,,,,,,Distributed Ledgers -- Jerry Kickenson,Staff,Product Assurance & Certification,SWIFTNet & SNL Testing,IT,TechDay
,,,,,,,,,,Distributed Ledgers -- Jerry Kickenson,Staff,Enterprise Operations,System Administrators,Operations,TechDay
,,,,,,,,,,,Staff,Enterprise Operations,Application Testbed Management,Operations,TechDay
,,,,,,,,,,,Staff,Messaging Solutions,Store & Forward,IT,TechDay
,,,,,,,,,,,Staff,Messaging Solutions,Messaging Projects,IT,TechDay
,,,,,,,,,,External Threat Intelligence --Byron Thatcher,Staff,Technology Management,OSS Network Dev/Maint,IT,TechDay
,,,,,,,,,,New Payment Platform -- Kumar Venkataramiah,Contractor,Messaging Solutions,Messaging Development,IT,TechDay
,,,,,,,,,,Distributed Ledgers -- Jerry Kickenson,Contractor,Strategic Architecture,Strategic Architecture,IT,TechDay
,,,,,,,,,,Distributed Ledgers -- Jerry Kickenson,Manager,Messaging Solutions,Database Systems,IT,TechDay
,,,,,,,,,,Distributed Ledgers -- Jerry Kickenson,Staff,NSD and DCIM,Network Operations US,Operations,TechDay
,,,,,,,,,,Distributed Ledgers -- Jerry Kickenson,Staff,Product Assurance & Certification,SM/OM Testing & Tools,IT,TechDay
,,,,,,,,,,Distributed Ledgers -- Jerry Kickenson,Staff,Technology Management,OSS Foundation & Security Dev/Maint,IT,TechDay
,,,,,,,,,,Distributed Ledgers -- Jerry Kickenson,Contractor,Messaging Solutions,Messaging Development,IT,TechDay
,,,,,,,,,,Block Chain -- Deepak Janardhanan,Manager,DA & FIN Delivery,FIN System Testing,IT,TechDay
,,,,,,,,,,Distributed Ledgers -- Jerry Kickenson,Staff,DA & FIN Delivery,FIN System Integration,IT,TechDay
,,,,,,,,,,New Payment Platform -- Kumar Venkataramiah,Staff,Enterprise Application Solutions,Business Intelligence Systems,IT,TechDay
,,,,,,,,,,,Contractor,Messaging Solutions,Messaging Integration,IT,TechDay
,,,,,,,,,,,Contractor,Messaging Solutions,Messaging Integration,IT,TechDay
,,,,,,,,,,,Contractor,Messaging Solutions,Messaging Integration,IT,TechDay
,,,,,,,,,,,Contractor,Messaging Solutions,Messaging Integration,IT,TechDay
,,,,,,,,,,,Contractor,Messaging Solutions,Messaging Integration,IT,TechDay
,,,,,,,,,,Block Chain -- Deepak Janardhanan,Staff,DA & FIN Delivery,FIN System Testing,IT,TechDay
,,,,,,,,,,Block Chain -- Deepak Janardhanan,Staff,DA & FIN Delivery,FIN System Testing,IT,TechDay
,,,,,,,,,,Block Chain -- Deepak Janardhanan,Staff,FIN Service Delivery,FIN Delivery,Operations,TechDay
,,,,,,,,,,Block Chain -- Deepak Janardhanan,Staff,FIN Service Delivery,FIN Delivery,Operations,TechDay
,,,,,,,,,,Block Chain -- Deepak Janardhanan,Staff,FIN Service Delivery,FIN Delivery,Operations,TechDay
,,,,,,,,,,,Staff,Messaging Solutions,Database Systems,IT,TechDay
,,,,,,,,,,External Threat Intelligence --Byron Thatcher,Staff,Product Assurance & Certification,SWIFTNet & SNL Testing,IT,TechDay
,,,,,,,,,,Block Chain -- Deepak Janardhanan,Manager,"Operations Strategy, Programs & Services",Regression Testing,Operations,TechDay
,,,,,,,,,,External Threat Intelligence --Byron Thatcher,Contractor,Product Assurance & Certification,SWIFTNet & SNL Testing,IT,TechDay
,,,,,,,,,,External Threat Intelligence --Byron Thatcher,Contractor,Product Assurance & Certification,SWIFTNet & SNL Testing,IT,TechDay
,,,,,,,,,,,Contractor,Product Assurance & Certification,SWIFTNet & SNL Testing,IT,TechDay
,,,,,,,,,,External Threat Intelligence --Byron Thatcher,Staff,Technology Management,OSS Network Dev/Maint,IT,TechDay
,,,,,,,,,,Block Chain -- Deepak Janardhanan,Manager,Security Operations,Security Service Delivery,Operations,TechDay
,,,,,,,,,,Distributed Ledgers -- Jerry Kickenson,Staff,DA & FIN Delivery,SCP - UNN,IT,TechDay
,,,,,My Standards (Webex) -- Nicolas Ernotte,,,,,,Staff,Strategic Architecture,Technology Roadmap,IT,TechDay
,,,,,Innovation on Data Centers -- David Nalley (External),,,,,,Staff,Messaging Solutions,Messaging Integration,IT,TechDay
,,,,,Business Intelligence -- Pieter Camps,,,,,Internal Audit -- Bradly Vancamp,Staff,CISO,"Security Policies, Intelligence&Response",IT,TechDay
,,,,,Containers -- Red Hat (External),,,,,,Manager,Messaging Solutions,Messaging Security & Infrastruc.Projects,IT,TechDay
,,,,,Distributed Ledgers -- Jerry Kickenson,,,,,,Staff,Strategic Architecture,Technology Roadmap,IT,TechDay
,,,,,Monolithic Architecture to MicroServices -- Hadrian Zbarcea,,,,,Open Stack -- Michael Solberg (Red Hat),Staff,DA & FIN Delivery,SCP - UNN,IT,TechDay
,,,,,External Threat Intelligence --Byron Thatcher,,,,,Open Stack -- Michael Solberg (Red Hat),Staff,Strategic Architecture,Technology Roadmap,IT,TechDay
,,,,,Block Chain -- Deepak Janardhanan,,,,,Internal Audit -- Bradly Vancamp,Staff,Strategic Architecture,Requirements & Methodology Engineering,IT,TechDay
,,,,,My Standards (Webex) -- Nicolas Ernotte,,,,,Combinatorial Testing -- Jerry Kickenson,Staff,Enterprise Application Solutions,"Infrastructure, Architecture & Analysis",IT,TechDay
,,,,,Monolithic Architecture to MicroServices -- Hadrian Zbarcea,,,,,Monolithic Architecture to MicroServices -- Hadrian Zbarcea,Staff,Technology Management,OSS Tools Dev/Maint,IT,TechDay
,,,,,Block Chain -- Deepak Janardhanan,,,,,,Staff,CISO,Security Risk Management,IT,TechDay
,,,,,My Standards (Webex) -- Nicolas Ernotte,,,,,,Staff,Technology Management,Configuration Management,IT,TechDay
,,,,,More than Testing.. w/ Docker -- Otmane Benali & Alex Zbarcea,,,,,,Staff,Messaging and Application Delivery,Messaging,Marketing,TechDay
,,,,,New Payment Platform -- Kumar Venkataramiah,,,,,,Staff,Technology Management,COTS Problem Management,IT,TechDay
,,,,,Distributed Ledgers -- Jerry Kickenson,,,,,Open Stack -- Michael Solberg (Red Hat),Manager,Messaging Solutions,SWIFTNet Link,IT,TechDay
,,,,,More than Testing.. w/ Docker -- Otmane Benali & Alex Zbarcea,,,,,,Staff,Technology Management,OSS Foundation & Security Dev/Maint,IT,TechDay
,,,,,Security Incident Analysis & Response -- Eric Bartel & Satya P.,,,,,,Manager,Internal Audit,Americas Audit,Internal Audit,TechDay
,,,,,Open Stack -- Michael Solberg (Red Hat),,,,,Monolithic Architecture to MicroServices -- Hadrian Zbarcea,Manager,DA & FIN Delivery,SCP - UNN,IT,TechDay
,,,,,Open Stack -- Michael Solberg (Red Hat),,,,,,Staff,DA & FIN Delivery,Centre of Expertise,IT,TechDay
,,,,,More than Testing.. w/ Docker -- Otmane Benali & Alex Zbarcea,,,,,Monolithic Architecture to MicroServices -- Hadrian Zbarcea,Staff,Messaging Solutions,Messaging Integration,IT,TechDay
,,,,,Self Cleaning Intrusion Tolerance -- Jerry Kickenson,,,,,Combinatorial Testing -- Jerry Kickenson,Staff,CISO,Security Risk Management,IT,TechDay
,,,,,New Payment Platform -- Kumar Venkataramiah,,,,,,Staff,DA & FIN Delivery,SP - BS,IT,TechDay
,,,,,Monolithic Architecture to MicroServices -- Hadrian Zbarcea,,,,,,Manager,Messaging Solutions,PKI Infrastructure,IT,TechDay
,,,,,Business Intelligence -- Pieter Camps,,,,,,Staff,Strategic Architecture,Requirements & Methodology Engineering,IT,TechDay
,,,,,More than Testing.. w/ Docker -- Otmane Benali & Alex Zbarcea,,,,,Monolithic Architecture to MicroServices -- Hadrian Zbarcea,Staff,DA & FIN Delivery,RP - FIN Bridge,IT,TechDay
,,,,,Innovation on Data Centers -- David Nalley (External),,,,,,Staff,Product Assurance & Certification,SWIFTNet & SNL Testing,IT,TechDay
,,,,,More than Testing.. w/ Docker -- Otmane Benali & Alex Zbarcea,,,,,,L1 Manager,Messaging Solutions,Messaging Solutions,IT,TechDay
,,,,,Open Stack -- Michael Solberg (Red Hat),,,,,Open Stack -- Michael Solberg (Red Hat),Staff,DA & FIN Delivery,SCP - UNN,IT,TechDay
,,,,,Containers -- Red Hat (External),,,,,,Staff,Messaging Solutions,SWIFTNet Link,IT,TechDay
,,,,,Containers -- Red Hat (External),,,,,,Staff,Messaging Solutions,SWIFTNet Link,IT,TechDay
,,,,,Containers -- Red Hat (External),,,,,,Staff,Technology Management,COTS Baselines,IT,TechDay
,,,,,Open Stack -- Michael Solberg (Red Hat),,,,,Open Stack -- Michael Solberg (Red Hat),Staff,Strategic Architecture,Architecture Definition,IT,TechDay
,,,,,Distributed Ledgers -- Jerry Kickenson,,,,,Monolithic Architecture to MicroServices -- Hadrian Zbarcea,Manager,Messaging Solutions,Messaging Integration,IT,TechDay
,,,,,Combinatorial Testing -- Jerry Kickenson,,,,,Open Stack -- Michael Solberg (Red Hat),Manager,Messaging Solutions,Messaging Core,IT,TechDay
,,,,,Containers -- Red Hat (External),,,,,,Staff,Technology Management,Operational Support Systems,IT,TechDay
,,,,,Distributed Ledgers -- Jerry Kickenson,,,,,,Staff,Messaging Solutions,Messaging Integration,IT,TechDay
,,,,,New Payment Platform -- Kumar Venkataramiah,,,,,Open Stack -- Michael Solberg (Red Hat),Staff,Technology Management,Infrastructure & Architecture,IT,TechDay
,,,,,External Threat Intelligence --Byron Thatcher,,,,,Open Stack -- Michael Solberg (Red Hat),Staff,Technology Management,OSS Network Dev/Maint,IT,TechDay
,,,,,Block Chain -- Deepak Janardhanan,,,,,,Staff,DA & FIN Delivery,SP - BS,IT,TechDay
,,,,,Open Stack -- Michael Solberg (Red Hat),,,,,,Staff,Messaging Solutions,Messaging Development,IT,TechDay
,,,,,Open Stack -- Michael Solberg (Red Hat),,,,,Open Stack -- Michael Solberg (Red Hat),Manager,Enterprise Operations,EM SA & ATM US,Operations,TechDay
,,,,,Distributed Ledgers -- Jerry Kickenson,,,,,Combinatorial Testing -- Jerry Kickenson,Staff,Technology Management,Operational Support Systems,IT,TechDay
,,,,,More than Testing.. w/ Docker -- Otmane Benali & Alex Zbarcea,,,,,,Staff,Messaging Solutions,Messaging Projects,IT,TechDay
,,,,,Containers -- Red Hat (External),,,,,,Manager,CISO,"Security Policies, Intelligence&Response",IT,TechDay
,,,,,Monolithic Architecture to MicroServices -- Hadrian Zbarcea,,,,,,Staff,Messaging Solutions,Messaging Security & Infrastruc.Projects,IT,TechDay
,,,,,External Threat Intelligence --Byron Thatcher,,,,,Internal Audit -- Bradly Vancamp,Staff,Messaging Solutions,Store & Forward,IT,TechDay
,,,,,Distributed Ledgers -- Jerry Kickenson,,,,,,Staff,Messaging Solutions,Messaging Development,IT,TechDay
,,,,,Self Cleaning Intrusion Tolerance -- Jerry Kickenson,,,,,,Staff,Enterprise Operations,System Design,Operations,TechDay
,,,,,Innovation on Data Centers -- David Nalley (External),,,,,Monolithic Architecture to MicroServices -- Hadrian Zbarcea,Contractor,Messaging Solutions,Messaging Integration,IT,TechDay
